File name,IoU,IoU-optimised threshold
qc4.tif,0.9553947245346553,109
qc6.tif,0.9739000587662932,30
qc7.tif,0.9589970507389192,97
qc5.tif,0.9488853605080868,116
qc8.tif,0.9347556263788181,145
qc9.tif,0.9832191021525589,123
qc10.tif,0.9730573868153342,124
qc2.tif,0.7110498108716182,0
qc3.tif,0.809257846279058,0
qc1.tif,0.736827381820278,0
