loss,val_loss,learning rate
0.7759384512901306,0.6456509828567505,0.0003
0.598416805267334,0.7097354531288147,0.0003
0.5242019295692444,0.5789539813995361,0.0003
0.48668134212493896,0.6101256608963013,0.0003
0.447421669960022,0.6009334921836853,0.0003
0.451885461807251,0.8064515590667725,0.0003
0.41208845376968384,0.5690155029296875,0.0003
0.40811407566070557,0.6614803671836853,0.0003
0.3796338140964508,0.5867921113967896,0.0003
0.3955596685409546,0.6565113067626953,0.0003
0.37106963992118835,0.5179740190505981,0.0003
0.3697187006473541,0.5608694553375244,0.0003
0.372842937707901,0.7717952132225037,0.0003
0.34554243087768555,0.7274429798126221,0.0003
0.328969269990921,0.497816264629364,0.0003
0.3324531614780426,0.7079969048500061,0.0003
0.323652982711792,0.889485239982605,0.0003
0.32496389746665955,0.6077808141708374,0.0003
0.31752800941467285,0.5686782598495483,0.0003
0.3140215277671814,0.7345845103263855,0.0003
0.31019189953804016,0.7237921953201294,0.0003
0.3163667619228363,0.6667961478233337,0.0003
0.3386782109737396,0.9413573145866394,0.0003
0.2977566421031952,0.5574724674224854,0.0003
0.3106471002101898,0.4932408630847931,0.0003
0.29030466079711914,0.8129208087921143,0.0003
0.3385471999645233,0.5414639711380005,0.0003
0.30616244673728943,0.5285574793815613,0.0003
0.2901197373867035,0.5783364772796631,0.0003
0.2962159514427185,0.4843899607658386,0.0003
0.30143338441848755,0.5923853516578674,0.0003
0.2871810793876648,0.45531147718429565,0.0003
0.2868264615535736,0.6565979719161987,0.0003
0.2764515280723572,0.5554021000862122,0.0003
0.31711795926094055,0.5749303102493286,0.0003
0.2779729664325714,0.5405369997024536,0.0003
0.2683437466621399,0.5849790573120117,0.0003
0.28232333064079285,0.6199846267700195,0.0003
0.2617579400539398,0.4604813754558563,0.0003
0.26098310947418213,0.4755012094974518,0.0003
0.28457850217819214,0.5722768306732178,0.0003
0.27413734793663025,0.6876657009124756,0.0003
0.2594924867153168,0.5326973795890808,3.0000001e-05
0.23929037153720856,0.5486378073692322,3.0000001e-05
0.24474190175533295,0.42312556505203247,3.0000001e-05
0.23824000358581543,0.5481282472610474,3.0000001e-05
0.23255011439323425,0.49315083026885986,3.0000001e-05
0.23523776233196259,0.5086011290550232,3.0000001e-05
0.23712193965911865,0.5086464881896973,3.0000001e-05
0.23506669700145721,0.505635142326355,3.0000001e-05
0.23143520951271057,0.44908052682876587,3.0000001e-05
0.23516963422298431,0.41716268658638,3.0000001e-05
0.23761454224586487,0.5681229829788208,3.0000001e-05
0.23283593356609344,0.5781248807907104,3.0000001e-05
0.23129279911518097,0.4555830657482147,3.0000001e-05
0.2309609055519104,0.5817570090293884,3.0000001e-05
0.22925569117069244,0.48942825198173523,3.0000001e-05
0.22824174165725708,0.4405772089958191,3.0000001e-05
0.23145931959152222,0.47511032223701477,3.0000001e-05
0.2272123545408249,0.6170456409454346,3.0000001e-05
0.2327866107225418,0.3898494839668274,3.0000001e-05
0.2357209175825119,0.49744558334350586,3.0000001e-05
0.22874782979488373,0.4899110794067383,3.0000001e-05
0.23088140785694122,0.44970524311065674,3.0000001e-05
0.2264537662267685,0.42385590076446533,3.0000001e-05
0.22581663727760315,0.418505996465683,3.0000001e-05
0.22617052495479584,0.5320836305618286,3.0000001e-05
0.22504501044750214,0.4551333785057068,3.0000001e-05
0.2251729667186737,0.4072691798210144,3.0000001e-05
0.2271081507205963,0.48319774866104126,3.0000001e-05
0.2240609973669052,0.48495912551879883,3.0000001e-05
0.2254583239555359,0.5204116106033325,3e-06
0.21977636218070984,0.4526345133781433,3e-06
0.21944037079811096,0.5319244861602783,3e-06
0.2218421995639801,0.39913907647132874,3e-06
0.21923477947711945,0.4835396409034729,3e-06
0.23181019723415375,0.4533015489578247,3e-06
0.23163165152072906,0.5775187015533447,3e-06
0.23715713620185852,0.37955862283706665,3e-06
0.21960370242595673,0.5744748711585999,3e-06
0.22491110861301422,0.5126173496246338,3e-06
0.2197340577840805,0.4503501057624817,3e-06
0.21789756417274475,0.5004057288169861,3e-06
0.21822814643383026,0.5402539968490601,3e-06
0.22350850701332092,0.48215752840042114,3e-06
0.2242237627506256,0.4278072118759155,3e-06
0.21924281120300293,0.5367903113365173,3e-06
0.2245473712682724,0.520568311214447,3e-06
0.23493532836437225,0.5667252540588379,3e-06
0.2250225841999054,0.4813006520271301,3e-07
0.2177720069885254,0.48142293095588684,3e-07
0.22917616367340088,0.43659523129463196,3e-07
0.21927109360694885,0.6538949608802795,3e-07
0.2223711460828781,0.6313366293907166,3e-07
0.2264198660850525,0.5725271701812744,3e-07
0.2247464656829834,0.5152755379676819,3e-07
0.22073368728160858,0.4227387309074402,3e-07
0.2208753377199173,0.39126917719841003,3e-07
0.21906113624572754,0.4780524969100952,3e-07
0.22057044506072998,0.4897257685661316,3.0000002e-08
0.2144329696893692,0.7181479334831238,3.0000002e-08
0.21821120381355286,0.37592631578445435,3.0000002e-08
0.2178490161895752,0.4978495240211487,3.0000002e-08
0.22002387046813965,0.4824499487876892,3.0000002e-08
0.21772214770317078,0.4296402335166931,3.0000002e-08
0.21410921216011047,0.4678269028663635,3.0000002e-08
0.2201448529958725,0.46187713742256165,3.0000002e-08
0.2166106402873993,0.41388067603111267,3.0000002e-08
0.21511845290660858,0.42513135075569153,3.0000002e-08
0.22021383047103882,0.4768811762332916,3.0000002e-08
0.23363500833511353,0.5375356078147888,3.0000002e-08
0.22666345536708832,0.498165488243103,3.0000002e-08
0.22670020163059235,0.5028344392776489,3.0000002e-09
0.22104406356811523,0.3902422785758972,3.0000002e-09
0.22056844830513,0.4119783043861389,3.0000002e-09
0.22606097161769867,0.5780521035194397,3.0000002e-09
0.22527916729450226,0.5959950685501099,3.0000002e-09
0.22260259091854095,0.49956589937210083,3.0000002e-09
0.22555972635746002,0.49767938256263733,3.0000002e-09
0.22786623239517212,0.58058100938797,3.0000002e-09
0.23709739744663239,0.5713871121406555,3.0000002e-09
0.22037939727306366,0.5902664661407471,3.0000002e-09
0.22398097813129425,0.5758703947067261,3.0000002e-10
0.21975307166576385,0.5718609690666199,3.0000002e-10
0.22449184954166412,0.5313543081283569,3.0000002e-10
0.22478002309799194,0.48054805397987366,3.0000002e-10
0.23137028515338898,0.580082356929779,3.0000002e-10
0.22192144393920898,0.5575209856033325,3.0000002e-10
0.2225794941186905,0.5427165627479553,3.0000002e-10
0.22225536406040192,0.5434738397598267,3.0000002e-10
0.22845153510570526,0.5690825581550598,3.0000002e-10
0.2248600721359253,0.5542263984680176,3.0000002e-10
0.22366240620613098,0.46673843264579773,3.0000002e-11
0.21837709844112396,0.4660753905773163,3.0000002e-11
0.21813832223415375,0.5400722026824951,3.0000002e-11
0.22554416954517365,0.6913027167320251,3.0000002e-11
0.22013480961322784,0.473426878452301,3.0000002e-11
0.21969299018383026,0.545199990272522,3.0000002e-11
0.23605960607528687,0.5887550115585327,3.0000002e-11
0.22575807571411133,0.4942547082901001,3.0000002e-11
0.22305183112621307,0.5922221541404724,3.0000002e-11
0.22248713672161102,0.5891216993331909,3.0000002e-11
0.22433453798294067,0.3932717740535736,3.0000002e-12
0.21289204061031342,0.5912474393844604,3.0000002e-12
0.2251807004213333,0.5394454598426819,3.0000002e-12
0.2261398881673813,0.4509764313697815,3.0000002e-12
0.21438048779964447,0.49567416310310364,3.0000002e-12
0.217300146818161,0.4865719676017761,3.0000002e-12
0.22789432108402252,0.4639199376106262,3.0000002e-12
0.21733930706977844,0.5227224826812744,3.0000002e-12
0.2261616438627243,0.4680115282535553,3.0000002e-12
0.22173447906970978,0.5311684012413025,3.0000002e-12
0.22417083382606506,0.45577019453048706,3.0000002e-13
0.21908879280090332,0.5187798142433167,3.0000002e-13
0.21855315566062927,0.4728936553001404,3.0000002e-13
0.2173125296831131,0.5722392201423645,3.0000002e-13
0.23521386086940765,0.47113144397735596,3.0000002e-13
0.2190321683883667,0.4548530578613281,3.0000002e-13
0.22526513040065765,0.48290297389030457,3.0000002e-13
0.22183632850646973,0.5716828107833862,3.0000002e-13
0.22333908081054688,0.47901713848114014,3.0000002e-13
0.22023437917232513,0.44578954577445984,3.0000002e-13
0.2185213416814804,0.5833750367164612,3.0000003e-14
0.22848282754421234,0.6418939232826233,3.0000003e-14
0.2208750694990158,0.4416402578353882,3.0000003e-14
0.21583054959774017,0.45508548617362976,3.0000003e-14
0.22953449189662933,0.5753856301307678,3.0000003e-14
0.2202601283788681,0.4504689872264862,3.0000003e-14
0.2166549265384674,0.4862803816795349,3.0000003e-14
0.2182360589504242,0.5019652843475342,3.0000003e-14
0.21961933374404907,0.5110310316085815,3.0000003e-14
0.21719959378242493,0.4559154808521271,3.0000003e-14
0.2190525382757187,0.4169224202632904,3.0000003e-15
0.21947415173053741,0.5707305669784546,3.0000003e-15
0.22623345255851746,0.46359002590179443,3.0000003e-15
0.21978922188282013,0.4949367344379425,3.0000003e-15
0.21993838250637054,0.4312978982925415,3.0000003e-15
0.21932341158390045,0.5385223031044006,3.0000003e-15
0.22482898831367493,0.6005536317825317,3.0000003e-15
0.22146621346473694,0.5298821926116943,3.0000003e-15
0.22316567599773407,0.5316752791404724,3.0000003e-15
0.22826848924160004,0.4517955780029297,3.0000003e-15
0.22165286540985107,0.6050571799278259,3.0000004e-16
0.2244356870651245,0.5671789050102234,3.0000004e-16
0.23626133799552917,0.5220121741294861,3.0000004e-16
0.22858379781246185,0.5781354308128357,3.0000004e-16
0.23898594081401825,0.5400240421295166,3.0000004e-16
0.22466959059238434,0.5566234588623047,3.0000004e-16
0.22404541075229645,0.47317254543304443,3.0000004e-16
0.21746565401554108,0.5718498826026917,3.0000004e-16
0.22733576595783234,0.5338645577430725,3.0000004e-16
0.22410523891448975,0.6259821653366089,3.0000004e-16
0.22225412726402283,0.6050701141357422,3.0000004e-17
0.22488202154636383,0.5328938961029053,3.0000004e-17
0.22642040252685547,0.39263206720352173,3.0000004e-17
0.21842454373836517,0.5192908644676208,3.0000004e-17
