File name,IoU,IoU-optimised threshold
qc4.tif,0.8983097581823697,202
qc6.tif,0.912778642726188,173
qc7.tif,0.8951193968906902,225
qc5.tif,0.856778467759405,86
qc8.tif,0.8606616567459401,229
qc9.tif,0.8794523295359256,216
qc10.tif,0.8356410929878775,227
qc2.tif,0.9559234447050063,117
qc3.tif,0.9567434843422652,99
qc1.tif,0.9591220965609853,112
